Tailored Messaging Event #,"Message Timing
(days from participant start)",Big 2 Decision= ___,"Engagement 
Level List= ___",Importance/ Confidence Rating= ___,Value 1 CONTAINS: ___,Value 2 CONTAINS: ___,Value 3 CONTAINS: ___,Strength 1 CONTAINS: ___,Strength 2 CONTAINS: ___,Strength 3 CONTAINS: ___,Message___
2,20,Incomplete,No Activity,high/high,,,,,learning,,"A big part of reducing your risk for diabetes is discovering healthy new habits – and your drive to learn can be a big help in understanding what steps you need to take. You’ve said preventing diabetes is important to you, and that you're confident you can do it. Ask yourself how these feelings of importance and confidence can complement your love for learning, and help you take the right steps to prevent diabetes."
2,20,Incomplete,No Activity,high/high,,,,,cooking,,"It's tough to nail a new recipe the first time you try it. Reducing your risk for diabetes can be the same way: tough to get right on your first try. Preventing diabetes is important to you, though, and you're confident you can do it. Consider how that mindset can help you be patient with yourself as you learn how to get diabetes prevention right."
2,20,Incomplete,No Activity,high/high,,,,,flexible,,"When dealing with a health issue it's valuable to be able to adapt to new routines. Managing prediabetes requires making changes, and you've told us that making these changes is important to you and you're confident you can do it. Consider how you can turn this positive mindset into actions to create healthy changes and reduce your risk for diabetes."
3,23,Complete,High,low/low,,,parent,,,,"Children learn a lot from watching their parents. By continuing to take action to reduce your risk for diabetes, you are modeling a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Complete,High,low/low,,,spouse,,,,"It’s tough to be fully present in the moment if you are worried about your health. Keeping up with actions like participating in the DPP or taking metformin can help you continue to lower your risk for diabetes, which might just give you one less thing to worry about. This can leave you more time and energy to be present for who matters most to you."
3,23,Complete,High,low/low,,,religious,,,,he1_7
3,23,Complete,High,low/low,,,spiritual,,,,he1_10
3,23,Complete,High,low/low,,,responsible,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. Your recent efforts to participate in the DPP or take metformin can put you in the best position to be able to fulfill your commitments. 
3,23,Complete,High,low/low,,,strong,,,,"Being strong is a big part of who you are. Many people find that by taking actions to prevent diabetes - like you've been doing - they end up feeling stronger, more powerful, and more energetic. "
3,23,Complete,High,low/low,,,success,,,,"Sticking with new, healthy habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you can keep doing what’s needed to beat this situation, just like you always do."
3,23,Complete,High,low/low,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you. But it's harder to help others if you aren't at your best. Actions you've been taking, like participating in the DPP or taking metformin, can help you stay healthy enough to keep supporting others!"
3,23,Complete,High,low/low,,,discipline,,,,"Maintaining new habits, like participating in the DPP or taking metformin, isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to keep putting in the work to prevent diabetes."
3,23,Complete,High,low/low,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - sustaining the actions you've been taking can help you stay young and full of energy!"
3,23,Complete,High,low/low,,,respect,,,,You can be a role model for others at work by continuing to manage your health through actions like participating in the DPP or taking metformin. The progress you're making by putting in the hard work to prevent diabetes will help you continue to earn your colleagues’ respect.
